res_detail1_1,res_detail1_2,res_detail2_1,res_detail2_2,res_detail3,res_detail4,res_detail5_1,res_detail5_2
2.24691781889712,3.40581542319177,0,1,0W,0,2.24691781889712,6.47058865786199
2.74376729956984,6.39611178226118,0,1,0W,0,2.74376729956984,6.4705886477243
1.8910604710902,6.92590228100928,0,1,0W,0,1.8910604710902,6.92590228100928
1.24770282871557,2.03214522456809,0,1,0W,0,1.24770282871557,6.4705886529353
1.74082411165274,2.95288725219309,0,1,0W,0,1.74082411165274,6.47058865672099
3.19381491736711,0.678935710609058,0,1,0W,0,3.75343966047895,6.47058865310334
0.639517464455741,1.3159151472437,0,1,0W,0,0.639517464455741,6.47058863502041
2.27572852915096,2.08239612219027,0,1,0W,0,2.27572852915096,6.47058863893888
0.671248575963302,9.02475810586802,0,1,0W,0,0.671248575963302,9.02475810586802
3.98454327259837,3.41141653196713,0,1,0W,0,3.98454327259837,6.4705886540124
7.07865428582283,1.06567137231347,1,0,M0,0,10.000001027371,1.06567137231347
1.05701823386317,4.10184114167337,0,1,0W,0,1.05701823386317,6.47058864597967
3.46725355985345,1.30350534840491,0,1,0W,0,3.46725355985345,6.47058865677672
3.9132840801431,3.84845241923803,0,1,0W,0,3.9132840801431,6.47058865789011
1.18407563345446,6.21535017318664,0,1,0W,0,1.18407563345446,6.47058864440752
1.61407354027013,5.62509432824574,0,1,0W,0,1.61407354027013,6.47058865591819
1.35890753141484,6.89837729009013,0,1,0W,0,1.35890753141484,6.89837729009013
0.65942080179519,4.67675376086487,0,1,0W,0,0.65942080179519,6.47058865963679
1.85420715147019,7.80604006873698,0,1,0W,0,1.85420715147019,7.80604006873698
1.08348697265801,2.9982891684635,0,1,0W,0,1.08348697265801,6.47058863189384
3.21383685220051,6.23754277625158,0,1,0W,0,3.21383685220051,6.47058865849385
2.94651135788533,2.86601856793381,0,1,0W,0,2.94651135788533,6.47058865836844
1.90813353727466,1.18804115534866,0,1,0W,0,1.90813353727466,6.47058865670464
2.02393728627284,2.36715958126053,0,1,0W,0,2.02393728627284,6.47058866578023
5.45792208429503,0.573515803554752,1,0,M0,0,10.000001091523,0.578696537952273
3.69825627348801,5.28684420264391,0,1,0W,0,3.69825627348801,6.47058866163804
3.10950645707391,2.63769932449622,0,1,0W,0,3.10950645707391,6.47058865689792
0.440801064138554,9.31925231185242,0,1,0W,0,0.440801064138554,9.31925231185242
0.933860980442381,5.03865438766165,0,1,0W,0,0.933860980442381,6.47058863470565
4.52166700734858,0.497032074118899,1,0,M0,0,10.0000010394203,0.538254039181287
0.844222133474278,6.85639354423368,0,1,0W,0,0.844222133474278,6.85639354423368
1.27276757496852,3.99464426051862,0,1,0W,0,1.27276757496852,6.47058865657903
0.0229673004619202,1.17853629301389,0,1,0W,0,0.0229673004619202,6.47058865589524
8.83899001069562,1.06892837362267,1,0,M0,0,10.0000010733877,1.06892837362267
3.15021202464449,2.25554512883008,0,1,0W,0,3.15021202464449,6.47058865902218
1.2843681978585,7.27408904220343,0,1,0W,0,1.2843681978585,7.27408904220343
5.58072944874465,1.04390443237363,0,1,0W,0,5.58072944874465,6.47058866146033
1.04321843799677,1.05885257876689,0,1,0W,0,1.04321843799677,6.47058865884686
6.90330436535623,1.79917925752613,0,1,0W,0,6.90330436535623,6.47058866207349
1.75622478463566,1.62686522705785,0,1,0W,0,1.75622478463566,6.47058865475128
7.21772947043554,1.62901011093156,0,1,0W,0,7.21772947043554,6.47058863778276
3.89350109154756,0.146506066497225,1,0,M0,0,10.0000010573978,0.165780335149965
1.96724761220783,4.57960800922564,0,1,0W,0,1.96724761220783,6.47058866770368
5.16383437252338,3.87973843774771,0,1,0W,0,5.16383437252338,6.47058865695363
1.14580360972023,2.32082146245111,0,1,0W,0,1.14580360972023,6.47058865659149
3.35342556012165,5.95196772934351,0,1,0W,0,3.35342556012165,6.47058864660467
3.61852455108882,0.575630836296287,1,0,M0,0,10.0000010561532,0.763011184880303
6.01344127284715,0.0180279481793455,1,0,M0,0,10.0000010817338,0.0180919739615125
0.81711925946904,5.07575452272044,0,1,0W,0,0.81711925946904,6.47058865718763
5.21295058057352,1.71632504553105,0,1,0W,0,5.21295058057352,6.47058864902108
0.0736045081530901,6.12392328276347,0,1,0W,0,0.0736045081530901,6.4705886622257
1.68209013998153,7.44102382736599,0,1,0W,0,1.68209013998153,7.44102382736599
3.45603192056589,6.04640407052169,0,1,0W,0,3.45603192056589,6.47058865806343
1.99290274842062,2.64379168486909,0,1,0W,0,1.99290274842062,6.47058865689121
1.79219824509944,3.53314911862178,0,1,0W,0,1.79219824509944,6.47058865229645
6.6281604420074,2.29647278895265,0,1,0W,0,6.6281604420074,6.47058865703988
1.40666833469494,6.82133801980688,0,1,0W,0,1.40666833469494,6.82133801980688
1.90857961450431,7.46905051465197,0,1,0W,0,1.90857961450431,7.46905051465197
3.87787659433143,4.59785302187339,0,1,0W,0,3.87787659433143,6.47058865212638
2.37256413733206,0.412629410441721,1,0,M0,0,10.0000011023529,0.881083233892578
5.10766258197742,0.0387971255105679,1,0,M0,0,10.0000010231025,0.0400493415150426
0.66627354970231,4.28455932443202,0,1,0W,0,0.66627354970231,6.47058865659626
3.01546693074099,1.71263314745284,0,1,0W,0,3.01546693074099,6.470588638436
1.60977077495045,7.51003442132691,0,1,0W,0,1.60977077495045,7.51003442132691
3.52526658578916,6.32817633064798,0,1,0W,0,3.52526658578916,6.4705886799378
2.34847212759451,3.02474225941118,0,1,0W,0,2.34847212759451,6.4705886561717
